id,speaker_nm,conversation_id,reply_to_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens,date,extracted_entities,content_category,enhanced_hate_score,virality_score,spike_day,engagement_rank,hate_intensity,hate_keywords_count,reply_chain_depth,spike_cause,spike_top_entities,spike_external_cause,contextual_relevance,is_reply,user_influence,mention_count,hashtag_count,url_count,conversation_size,conversation_centrality
1337813722144837632,ElyseBurden,1337813537482223618,1337813537482223618,thehill,2020-12-12 17:37:01,Who cares what they do,26,0,1,cares,"who, []",0.0,"[101, 14977, 102]",2020-12-12,"['[]', 'who']",general,0.0,0.028,1,0.8068181818181820,0.0,0,1,viral_content,"trump(8), 'ORG')(6), 'ORG')](5), 'PERSON')](4), ('Trump'(4)","Guardian correlation: Trump loses another case challenging election results in latest legal rebuke (score: 5, strength: high)",politics,1,0.011392222918115400,0,0,0,10,0.5555555555555560
1337815027437473794,BeingJWood,1337813537482223618,1337813537482223618,thehill,2020-12-12 17:42:12,Maybe more of them should have voted in the election. It’s tough to carry a candidate with approval in the low 40’s over the finish line.,12,1,2,maybe voted election tough carry candidate approval low 40s finish line,"voted election, maybe voted, maybe, finish line, candidate approval, low finish, [('40', tough carry, carry candidate, approval low, election tough, election, 'CARDINAL')], candidate, vote",0.037037037037037,"[101, 2672, 5444, 2602, 7823, 4287, 4018, 6226, 2659, 2871, 2015, 3926, 2240, 102]",2020-12-12,"[""[('40'"", "" 'CARDINAL')]"", 'voted election', 'maybe voted', 'finish line', 'candidate approval', 'low finish', 'tough carry', 'carry candidate', 'approval low', 'election tough', 'election', 'maybe', 'candidate', 'vote']",politics,0.0,0.019,1,0.7819602272727270,0.0,0,1,viral_content,"trump(8), 'ORG')(6), 'ORG')](5), 'PERSON')](4), ('Trump'(4)","Guardian correlation: Trump loses another case challenging election results in latest legal rebuke (score: 5, strength: high)",politics,1,0.00784108690966302,0,0,0,10,0.5555555555555560
1337814119072886784,ezautoleasesale,1337813537482223618,1337813537482223618,thehill,2020-12-12 17:38:36,"If Trump was the patriot he claims to be, he would quash this foolishness, admit he has lost fair and square, concede the election and tell his sycophants to go home.   Election is over, but oh now....he cant do that.",12,0,5,trump patriot claims quash foolishness admit lost fair square concede election tell sycophants home election oh nowhe,"concede election, quash foolishness, election, square concede, election tell, foolishness admit, lost fair, admit lost, 'PERSON')], riot, trump patriot, sycophants home, fair square, patriot claims, home election, trump, election cant, if trump, tell sycophants, [('Trump', would quash, claims would",0.7,"[101, 8398, 16419, 4447, 24209, 11823, 13219, 2791, 6449, 2439, 4189, 2675, 9530, 22119, 2602, 2425, 25353, 3597, 21890, 7666, 2188, 2602, 2821, 2085, 5369, 102]",2020-12-12,"[""[('Trump'"", "" 'PERSON')]"", 'concede election', 'election', 'quash foolishness', 'square concede', 'election tell', 'foolishness admit', 'lost fair', 'admit lost', 'riot', 'trump patriot', 'sycophants home', 'fair square', 'patriot claims', 'home election', 'trump', 'election cant', 'if trump', 'tell sycophants', 'would quash', 'claims would']",politics,0.0,0.022,1,0.7876420454545450,0.0,0,1,viral_content,"trump(8), 'ORG')(6), 'ORG')](5), 'PERSON')](4), ('Trump'(4)","Guardian correlation: Trump loses another case challenging election results in latest legal rebuke (score: 5, strength: high)",politics,1,0.005171304075679290,0,0,0,10,0.5555555555555560
1337814154921431040,PaulStaebell,1337813537482223618,1337813537482223618,thehill,2020-12-12 17:38:44,WOW That crowd is almost as big as his Inaugeration,12,0,0,wow crowd big inaugeration,"crowd almost, 'ORG'), that, 'FAC')], inaugeration, big inaugeration, almost big, wow crowd, crowd, [('WOW', ('Inaugeration'",0.05,"[101, 10166, 4306, 2502, 27118, 22890, 8156, 102]",2020-12-12,"[""[('WOW'"", "" 'ORG')"", "" ('Inaugeration'"", "" 'FAC')]"", 'crowd almost', 'that', 'inaugeration', 'big inaugeration', 'almost big', 'wow crowd', 'crowd']",protest,0.0,0.012,1,0.7237215909090910,0.0,0,1,viral_content,"trump(8), 'ORG')(6), 'ORG')](5), 'PERSON')](4), ('Trump'(4)","Guardian correlation: Trump loses another case challenging election results in latest legal rebuke (score: 5, strength: high)",politics,1,0.004861014880851500,0,0,0,10,0.5555555555555560
1337816652361199618,DrJones03046447,1337813537482223618,1337813537482223618,thehill,2020-12-12 17:48:40,How come he had 71 million votes and can only get a crowd of around a thousand like this in Washington? Something fishy - this shows the true cult of Trump ... which really is pretty small!,8,2,0,come 71 million votes crowd thousand like washington fishy shows true cult trump really pretty small,"something fishy, trump really, votes get, [('71 million', get crowd, true cult, 'CARDINAL'), thousand like, shows true, million votes, ('Washington', washington something, washington, crowd around, something, trump, like washington, cult trump, fishy shows, 'ORG')], pretty small, vote, ('around a thousand', how, around thousand, 'GPE'), ('Trump'",0.071875,"[101, 2272, 6390, 2454, 4494, 4306, 4595, 2066, 2899, 3869, 2100, 3065, 2995, 8754, 8398, 2428, 3492, 2235, 102]",2020-12-12,"[""[('71 million'"", "" 'CARDINAL')"", "" ('around a thousand'"", "" 'CARDINAL')"", "" ('Washington'"", "" 'GPE')"", "" ('Trump'"", "" 'ORG')]"", 'something fishy', 'trump really', 'votes get', 'get crowd', 'true cult', 'thousand like', 'shows true', 'million votes', 'washington something', 'washington', 'crowd around', 'something', 'trump', 'like washington', 'cult trump', 'fishy shows', 'pretty small', 'vote', 'how', 'around thousand']",politics,0.15000000000000000,0.014,1,0.7514204545454550,0.15000000000000000,0,1,viral_content,"trump(8), 'ORG')(6), 'ORG')](5), 'PERSON')](4), ('Trump'(4)","Guardian correlation: Trump loses another case challenging election results in latest legal rebuke (score: 5, strength: high)",politics,1,0.005760724606442020,0,0,0,10,0.5555555555555560
1337813634639155201,GodSavesToday,1337813537482223618,1337813537482223618,thehill,2020-12-12 17:36:40,"Am I the only one hoping to watch the Secret Service carry that Orange Clown out on January 20th? 
#ITSOVER",10,0,2,hoping watch secret service carry orange clown january 20th itsover,"orange clown, carry orange, ('Orange Clown', hoping watch, one hoping, 'DATE'), 'ORG'), [('the Secret Service', 'PERSON')], january itsover, ('ITSOVER', ('January 20th', 'LOC'), watch secret, clown january, secret service, january, service carry, #itsover",-0.1333333333333330,"[101, 5327, 3422, 3595, 2326, 4287, 4589, 15912, 2254, 3983, 2049, 7840, 102]",2020-12-12,"[""[('the Secret Service'"", "" 'ORG')"", "" ('Orange Clown'"", "" 'LOC')"", "" ('January 20th'"", "" 'DATE')"", "" ('ITSOVER'"", "" 'PERSON')]"", 'watch secret', 'clown january', 'secret service', 'orange clown', 'january', 'one hoping', 'carry orange', 'january itsover', 'service carry', 'hoping watch', '#itsover']",general,0.0,0.014,1,0.7514204545454550,0.0,0,1,viral_content,"trump(8), 'ORG')(6), 'ORG')](5), 'PERSON')](4), ('Trump'(4)","Guardian correlation: Trump loses another case challenging election results in latest legal rebuke (score: 5, strength: high)",politics,1,0.005770893753250600,0,1,0,10,0.5555555555555560
1345179662880624641,choeshow,1345179662880624641,0,,2021-01-02 01:26:38,"NEW YEAR’S EVE DESTRUCTION: Capitol Hill biz owners and neighbors are fed up with black bloc marchers wrecking the city. The owner of Cafe Argento says they’re being targeted for just trying to improve the neighborhood.

Story 6pm 
@komonews
 

#seattle #CalAndersonPark",271,112,56,new years eve destruction capitol hill biz owners neighbors fed black bloc marchers wrecking city owner cafe argento says theyre targeted just trying improve neighborhood story 6pm komonews seattle calandersonpark,"bloc marchers, #seattle, trying improve, city owner, biz owners, hill biz, @komonews, calandersonpark, says targeted, 'CARDINAL')], #calandersonpark, new year, eve destruction, 'ORG'), neighbors fed, 'TIME'), argento says, story komonews, owners neighbors, story, marchers wrecking, wrecking city, improve neighborhood, ('Cafe Argento', ('#', ('6pm', [('Capitol Hill'",-0.0151515151515151,"[101, 2047, 2086, 6574, 6215, 9424, 2940, 12170, 2480, 5608, 10638, 7349, 2304, 15984, 28791, 2869, 12006, 2075, 2103, 3954, 7668, 23157, 2080, 2758, 2027, 2890, 9416, 2074, 2667, 5335, 5101, 2466, 1020, 9737, 12849, 8202, 7974, 2015, 5862, 10250, 12243, 3385, 14432, 102]",2021-01-02,"[""[('Capitol Hill'"", "" 'ORG')"", "" ('Cafe Argento'"", "" 'ORG')"", "" ('6pm'"", "" 'TIME')"", "" ('#'"", "" 'CARDINAL')]"", 'bloc marchers', '#seattle', 'trying improve', 'city owner', 'biz owners', 'hill biz', '@komonews', 'calandersonpark', 'says targeted', '#calandersonpark', 'new year', 'eve destruction', 'neighbors fed', 'argento says', 'story komonews', 'owners neighbors', 'story', 'marchers wrecking', 'wrecking city', 'improve neighborhood']",protest,0.0,0.719,0,0.9573863636363640,0.0,0,0,normal_activity,,no_spike,none,0,0.2990619530060080,1,2,0,12,0.6666666666666670
1345186143931797505,flottum76lynn,1345179662880624641,1345179662880624641,choeshow,2021-01-02 01:52:23,"Well, when you catch and release these idiots night after night, this is what happens. Maybe try voting next time for a candidate without a “D” next to their name. This will never end.",68,3,4,catch release idiots night night happens maybe try voting time candidate d end,"night night, next time, candidate without, try voting, name never, maybe try, catch release, idiots night, candidate, night happens, well catch, without next, 'TIME')], release idiots, this, well, next name, never end, [('night', time candidate, voting next, happens maybe",-0.2666666666666670,"[101, 4608, 2713, 28781, 2305, 2305, 6433, 2672, 3046, 6830, 2051, 4018, 1040, 2203, 102]",2021-01-02,"[""[('night'"", "" 'TIME')]"", 'night night', 'next time', 'candidate without', 'happens maybe', 'try voting', 'name never', 'maybe try', 'catch release', 'idiots night', 'candidate', 'night happens', 'well catch', 'without next', 'release idiots', 'this', 'well', 'next name', 'never end', 'time candidate', 'voting next']",politics,0.30000000000000000,0.085,0,0.8735795454545450,0.30000000000000000,1,1,normal_activity,,no_spike,none,1,0.0347659190587187,0,0,0,12,0.6666666666666670
1345182726584844290,integrityiseve1,1345179662880624641,1345179662880624641,choeshow,2021-01-02 01:38:48,Why bother trying to improve the neighborhood. Open in a place that will appreciate your efforts,43,0,1,bother trying improve neighborhood open place appreciate efforts,"improve neighborhood, bother trying, [], open, trying improve, neighborhood open, place appreciate, appreciate efforts, open place, why",0.0,"[101, 8572, 2667, 5335, 5101, 2330, 2173, 9120, 4073, 102]",2021-01-02,"['[]', 'improve neighborhood', 'bother trying', 'open', 'trying improve', 'neighborhood open', 'place appreciate', 'appreciate efforts', 'open place', 'why']",general,0.0,0.045,0,0.8338068181818180,0.0,0,1,normal_activity,,no_spike,none,1,0.018278660665988400,0,0,0,12,0.6666666666666670
1345180938653732870,ScreamingInSea,1345179662880624641,1345179662880624641,choeshow,2021-01-02 01:31:42,"Smashing up another LGBT POC owned small business. 

It feels like the gay bars/clubs/even coffee shops are targeted more then anyone else. 
Look what happened to QueerBar & Neighbors.",14,0,2,smashing lgbt poc owned small business feels like gay barsclubseven coffee shops targeted look happened queerbar neighbors,"smashing, lgbt, like gay, owned small, anyone else, else look, lgbt poc, poc owned, [('LGBT POC', 'ORG'), targeted anyone, look happened, feels like, another lgbt, look, gay coffee, shops targeted, ('QueerBar & Neighbors', neighbors, 'ORG')], happened queerbar, queerbar neighbors, queerbar, smashing another",0.2222222222222220,"[101, 21105, 12010, 13433, 2278, 3079, 2235, 2449, 5683, 2066, 5637, 6963, 20464, 12083, 3366, 8159, 4157, 7340, 9416, 2298, 3047, 19483, 8237, 10638, 102]",2021-01-02,"[""[('LGBT POC'"", "" 'ORG')"", "" ('QueerBar & Neighbors'"", "" 'ORG')]"", 'smashing', 'lgbt', 'like gay', 'owned small', 'anyone else', 'else look', 'lgbt poc', 'poc owned', 'targeted anyone', 'look happened', 'feels like', 'another lgbt', 'look', 'gay coffee', 'shops targeted', 'neighbors', 'happened queerbar', 'queerbar neighbors', 'queerbar', 'smashing another']",general,0.1,0.018,0,0.7762784090909090,0.1,0,1,normal_activity,,no_spike,none,1,0.0073912320468677600,0,0,0,12,0.6666666666666670
1345181731200983041,RBtw33ts,1345179662880624641,1345179662880624641,choeshow,2021-01-02 01:34:51,It is never ok to destroy someone else’s property.  If you do not like a business don’t go there.,9,0,0,ok destroy elses property like business dont,"[], property like, destroy someone, never destroy, someone else, else property, like business",-0.225,"[101, 7929, 6033, 2842, 2015, 3200, 2066, 2449, 2123, 2102, 102]",2021-01-02,"['[]', 'property like', 'destroy someone', 'never destroy', 'someone else', 'else property', 'like business']",general,0.1,0.009,0,0.6725852272727270,0.1,0,1,normal_activity,,no_spike,none,1,0.003645761160638620,0,0,0,12,0.6666666666666670
